,age,reviews
2774,7,-Their is no sex at all but their is a lot of kissing lots their is a bit of language
2775,7,"-This is one of Nick's shows that I like, I'm not a fan of iCarly. Violence: in one episode, a character pretends to be a stunt double, and someone asks to ""clean up some blood."" A person threatens to cut off another person's head. Nothing to-to violent. Language: most of the time they say, ""oh my god."" Sex: they use words like, ""boobs."" Sometimes characters kiss in the halls, and there's also couples."
2776,7,"-This show is one of my favorites because not only is it funny with many main characters, but it also has lots of catchy songs sung by the actors. It truly is hilarious and really entertains you."
2777,7,"-Victorious is totally not for kids I think I found out that I started watching it when my friend told me that it was alright.   Later I thought it was pretty bad. The kissing, definitely is not okay for kids.   I would not do that when I am a teenager.  Jade looks like a goth on the show, and she dating Beck is something I do not want to see.   They do too many things that are not good for kids.   Trina has problems thinking she is better than everyone else.   The clothes they wear are some of the worst I have seen in my life.   The only people I think are okay are Tori and Andre.    The language is inappropriate,  and shouldn't be talking back to parents and teachers. I cant stand Robbie.  I think Disney channel has a lot better shows."
2778,7,-its a great show but I think its not little kids but mostly for teen and tweens just sayin  I love teennick  but  I think that victorious is not a show for 6 and 7 year olds .
2779,7,"-Victorious is mainly a spin-off of one of the best shows of all time, iCarly. But that's alright. After having a side spotlight in Zoey 101 (it was popular when I was like 5, so I never really watched it) and the role of Shelby Marx in iCarly the year before Victorious started, Justice has really come far with this show. At times her character Tori, along with her sister Trina (Daniella Monet) are pretty exaggerated. For example, in the episode ""Crazy Ponnie"" (where the awesome Jennette McCurdy guest stars!!!), Trina is very sick. She sneezes constantly and remarks ""OMG, look what came out of my nose!"" It can be gross and weird at times. I find Tori to be a good role model for kids, standing up for herself and believing in her dreams (not to sound clique). Jade (Elizabeth Gillies) is a rude person (much like Sam from guess-what-show) who is dating Beck (Avan Jogia) throughout much of the series. The sex symbol below my review is just indicating the times they kiss in the show. Overall, I think this was a pretty cool sitcom, but I wasn't crushed to see it go. If you liked this show, however, I suggest you check out Sam & Cat if you haven't already, which stars Cat (Ariana Grande) from this show and Sam from iCarly."
2780,7,"-This is none other than one of the greatest shows I've ever seen. Parents and kids will love it, though it is aimed for tweens and teens mostly. It circles around a group of close friends in the school called Hollywood Arts, which is a middle school and high school for artistic kids with special talents: singing, acting, puppeteering, or just being really smart, etc. Their main teacher (who teaches acting), Mr. Sikowitz (pronounced psycho wits) is unlike most teachers- a large sense of humor, a little on the odd side, but is friendly and has an addiction to coconuts."
2781,7,-OMG this is crazy this is not a bad show at all oh and btw they where not in a locked room they where in a RV they where not wearing bras they where wearing bikini tops anyone with eyes can see that but you guys wear probably where not paying attention and even if your kids thought they where wearing bras i'm pretty sure every girl wears a bra at some point in there life (I know so crazy (gasp)) and if you think they dress crazy never ever take your child outside
2782,7,-i laughed so much when i saw it the characters are very good its for kids no violence and no violence but in one episode tori hit jade but it wasnt for real so its for kids
2783,8,-This show is a great show. Tori is a great role model and if anyone has a problem with this show get off this site u haters if you take this show off the air then I will never watch nick again and those are NORMAL OUTFITS is u have a problem suck it up and go complain to ur kids not the producers you r ruining it for everyone else
